country,variety,price,points
France,"Champagne Blend",36.0,88
Italy,Barbera,23.0,88
Germany,Riesling,17.0,88
Italy,Barbera,22.0,88
US,Chardonnay,45.0,88
US,"Pinot Gris",12.0,88
France,Chardonnay,46.0,88
US,"Pinot Noir",30.0,88
Germany,Riesling,11.0,88
Germany,Riesling,28.0,88
US,"Red Blend",18.0,88
US,Viognier,27.0,88
France,Chardonnay,55.0,88
France,Chardonnay,30.0,88
US,Sangiovese,28.0,88
US,"Bordeaux-style Red Blend",50.0,88
Portugal,"Portuguese White",15.0,88
US,"Cabernet Sauvignon",44.0,88
Germany,"Pinot Blanc",25.0,88
Italy,Nebbiolo,95.0,88
US,Shiraz,8.0,86
Italy,Nebbiolo,80.0,86
Croatia,Posip,25.0,86
US,"Sauvignon Blanc",30.0,86
US,"Petite Sirah",18.0,86
Portugal,"Portuguese White",9.0,86
US,"Cabernet Franc",38.0,86
US,"Pinot Noir",45.0,86
Portugal,"Portuguese Red",10.0,86
Spain,Tempranillo,10.0,86
US,Viognier,24.0,86
US,"Rhône-style White Blend",45.0,86
Argentina,"Torrontés",9.0,86
Spain,"Tinto Fino",52.0,86
US,"Gewürztraminer",15.0,86
US,Riesling,15.0,86
France,"Bordeaux-style White Blend",18.0,86
Spain,"Red Blend",39.0,86
France,"Bordeaux-style Red Blend",17.0,86
Spain,Tempranillo,25.0,85
US,"Sauvignon Blanc",25.0,85
France,"Chenin Blanc",19.0,85
Argentina,"Torrontés",15.0,85
US,"Cabernet Franc",55.0,85
US,"Pinot Noir",16.0,85
US,Viognier,20.0,85
France,"Sauvignon Blanc",25.0,85
US,"Petit Verdot",25.0,85
US,"Pinot Blanc",20.0,85
US,"Pinot Gris",15.0,85
US,"Sauvignon Blanc",16.0,89
France,"Pinot Blanc",20.0,89
Italy,Nebbiolo,30.0,89
France,"Rosé",20.0,89
Italy,Nebbiolo,20.0,89
Italy,Lambrusco,24.0,89
Italy,Rosato,13.0,89
Portugal,Syrah,20.0,89
Slovenia,"White Blend",35.0,89
France,"Bordeaux-style Red Blend",25.0,89
France,"Bordeaux-style Red Blend",14.0,89
US,"Rosé",24.0,89
US,Syrah,29.0,89
Portugal,"Portuguese Red",22.0,89
Turkey,Okuzgozu,14.0,89
Chile,Merlot,15.0,89
US,Malbec,38.0,89
Portugal,"Portuguese Red",15.0,89
Portugal,"Portuguese Red",25.0,89
US,"Sauvignon Blanc",14.0,89
Italy,Nebbiolo,110.0,89
Italy,Nebbiolo,26.0,89
Italy,"Nerello Mascalese",40.0,89
Italy,Rosato,40.0,89
US,Tempranillo,15.0,89
France,"Rosé",26.0,89
Portugal,Baga,28.0,89
US,"White Blend",18.0,87
Germany,Riesling,20.0,87
US,Zinfandel,15.0,87
Chile,"Pinot Noir",22.0,87
US,"Pinot Grigio",16.0,87
Chile,"Sauvignon Blanc",13.0,87
Italy,"Red Blend",10.0,87
France,"Rosé",25.0,87
Greece,"White Blend",30.0,87
US,"Cabernet Sauvignon",40.0,87
Spain,Viura,15.0,87
France,Malbec,18.0,87
Portugal,"Portuguese Red",13.0,87
Germany,Riesling,11.0,86
Spain,Tempranillo,15.0,86
Spain,"Tempranillo-Cabernet Sauvignon",12.0,86
France,"Red Blend",18.0,86
US,Merlot,18.0,86
Italy,Grillo,11.0,86
France,"Rhône-style Red Blend",13.0,86
US,"Red Blend",48.0,86
Italy,"White Blend",16.0,86
France,"Sauvignon Blanc",13.0,86
France,Malbec,16.0,86
US,Malbec,40.0,86
France,"Colombard-Sauvignon Blanc",13.0,86
US,"Cabernet Sauvignon",48.0,86
US,Chardonnay,13.0,86
US,"Bordeaux-style Red Blend",75.0,83
Argentina,Malbec,11.0,83
US,Chardonnay,21.0,83
Argentina,Malbec,22.0,83
Argentina,"Pinot Noir",24.0,83
US,"White Blend",10.0,83
US,Chardonnay,18.0,83
US,"Bordeaux-style Red Blend",25.0,83
Argentina,Malbec,30.0,83
US,"White Blend",13.0,83
US,Chardonnay,16.0,83
US,"Red Blend",20.0,83
France,"Bordeaux-style Red Blend",13.0,83
Argentina,Malbec,24.0,82
US,Viognier,16.0,82
Spain,Tempranillo,19.0,82
US,"Red Blend",25.0,82
US,Chardonnay,18.0,82
Spain,Garnacha-Syrah,13.0,82
Argentina,Chardonnay,14.0,82
US,Merlot,11.0,82
US,Chardonnay,55.0,82
US,"Red Blend",15.0,82
US,"Mourvèdre",22.0,82
US,Tempranillo,22.0,82
Spain,"Tempranillo-Cabernet Sauvignon",13.0,82
US,"Red Blend",19.0,82
Spain,"Rosé",13.0,81
Spain,Tempranillo,5.0,81
US,G-S-M,42.0,90
France,"Rosé",21.0,90
France,"Rosé",24.0,90
France,"Rosé",23.0,90
France,"Rosé",15.0,90
Spain,"Sparkling Blend",25.0,90
Austria,"Grüner Veltliner",15.0,90
US,Syrah,35.0,90
US,"Cabernet Sauvignon",75.0,90
US,"Bordeaux-style Red Blend",56.0,90
US,"Pinot Noir",60.0,90
US,Grenache,20.0,90
France,"Rosé",20.0,90
France,"Rosé",20.0,90
Austria,"Grüner Veltliner",14.0,90
US,"Bordeaux-style Red Blend",45.0,90
US,"Petite Sirah",42.0,90
US,"Rhône-style Red Blend",38.0,90
US,"Pinot Noir",40.0,90
Italy,Sauvignon,16.0,90
US,Barbera,28.0,90
Austria,Zweigelt,19.0,90
Austria,"Grüner Veltliner",25.0,90
Austria,"Grüner Veltliner",14.0,90
US,"Rosé",18.0,90
US,Syrah,20.0,90
US,"Sauvignon Blanc",24.0,90
Italy,Sauvignon,22.0,90
Austria,"Grüner Veltliner",18.0,90
US,"Rhône-style White Blend",35.0,90
Spain,"Tempranillo Blend",20.0,88
US,"Cabernet Sauvignon",48.0,88
Spain,Tempranillo,17.0,88
Italy,"Nerello Mascalese",16.0,88
Italy,Grillo,18.0,88
France,Chardonnay,25.0,88
US,"Pinot Noir",15.0,88
US,Zinfandel,15.0,88
France,"Rosé",10.0,88
US,Riesling,21.0,88
US,Viognier,18.0,88
France,"Pinot Noir",48.0,88
Italy,Zibibbo,20.0,88
Greece,"White Blend",20.0,88
Chile,"Carmenère",17.0,88
France,"Rosé",16.0,88
Italy,Falanghina,16.0,88
Moldova,Feteasca,13.0,88
Moldova,Traminer,11.0,88
France,"Rosé",20.0,88
Spain,Tempranillo,28.0,88
France,"Rosé",12.0,88
France,"Rosé",16.0,88
France,"Pinot Noir",23.0,88
Moldova,"Red Blend",29.0,88
US,Syrah,49.0,88
Spain,Xarel-lo,18.0,88
Italy,Sangiovese,45.0,93
US,"Cabernet Sauvignon",28.0,93
US,Syrah,38.0,93
US,"Pinot Noir",64.0,93
US,"Pinot Noir",50.0,93
US,"Pinot Noir",30.0,93
Spain,Tempranillo,152.0,93
France,"Bordeaux-style Red Blend",49.0,92
France,"Bordeaux-style Red Blend",17.0,92
France,"Bordeaux-style Red Blend",18.0,92
France,"Sauvignon Blanc",63.0,92
France,"Bordeaux-style Red Blend",17.0,92
France,"Bordeaux-style Red Blend",45.0,92
France,"Pinot Gris",53.0,92
France,"Gewürztraminer",35.0,92
France,Riesling,30.0,92
Italy,Sangiovese,65.0,92
US,Grenache,34.0,92
US,Syrah,27.0,92
US,"Bordeaux-style Red Blend",95.0,92
US,Chardonnay,55.0,92
US,"Rosé",42.0,92
US,"Red Blend",40.0,92
Italy,"Red Blend",49.0,92
US,"Pinot Noir",70.0,92
US,"Pinot Noir",34.0,92
US,"Pinot Noir",45.0,92
US,"Pinot Noir",35.0,92
US,"Red Blend",40.0,88
Serbia,Prokupac,20.0,88
Slovenia,"Sauvignon Blanc",22.0,88
US,Chardonnay,10.0,88
US,Zinfandel,18.0,88
US,Syrah,36.0,88
France,"Rhône-style Red Blend",37.0,88
France,"Rosé",30.0,88
Spain,"Red Blend",24.0,88
Slovenia,"Red Blend",20.0,88
US,Chardonnay,18.0,88
Spain,Tempranillo,18.0,88
Spain,"Tempranillo-Cabernet Sauvignon",29.0,88
France,"Rosé",13.0,88
Spain,"Sparkling Blend",18.0,88
Italy,Sangiovese,25.0,88
Italy,Sangiovese,44.0,88
US,"Pinot Noir",65.0,88
US,Chardonnay,30.0,88
Spain,"White Blend",95.0,88
Canada,Chardonnay,30.0,88
France,"Sauvignon Blanc",22.0,88
US,Sangiovese,36.0,88
Italy,Sangiovese,50.0,88
Italy,Sangiovese,26.0,88
Italy,"Red Blend",40.0,88
US,"Pinot Noir",30.0,88
US,"Cabernet Sauvignon",19.0,88
US,"Pinot Noir",19.0,88
US,"Bordeaux-style Red Blend",29.0,88
Portugal,"Cabernet Sauvignon",25.0,88
US,"Red Blend",35.0,88
Argentina,Chardonnay,19.0,88
US,"Petite Sirah",40.0,88
US,Charbono,28.0,88
US,Chardonnay,23.0,88
US,Viognier,25.0,88
Portugal,"Portuguese Red",12.0,88
Portugal,"Códega do Larinho",18.0,88
US,Viognier,18.0,88
Argentina,"Cabernet Sauvignon",20.0,88
Italy,Nebbiolo,33.0,88
Spain,Tempranillo,10.0,88
Spain,Tempranillo,13.0,88
Argentina,Malbec,20.0,88
Italy,Nebbiolo,60.0,88
Germany,"Pinot Blanc",25.0,88
Italy,Nebbiolo,95.0,88
Italy,Nebbiolo,50.0,88
Germany,Riesling,13.0,88
US,"Pinot Noir",40.0,88
Italy,Nebbiolo,54.0,88
Italy,Nebbiolo,70.0,88
Germany,"Gewürztraminer",11.0,88
Argentina,"Cabernet Sauvignon",13.0,88
Spain,"Tempranillo Blend",13.0,88
Italy,Nebbiolo,94.0,88
Italy,Nebbiolo,50.0,88
France,"Bordeaux-style Red Blend",14.0,88
US,Zinfandel,29.0,88
Italy,"Pinot Bianco",17.0,88
Italy,Sangiovese,90.0,88
Germany,"Pinot Noir",19.0,88
Italy,Glera,15.0,88
Germany,Riesling,58.0,88
Germany,Riesling,20.0,88
US,"Cabernet Franc",40.0,88
Chile,"Sauvignon Blanc",15.0,88
US,"Cabernet Sauvignon",40.0,88
US,Zinfandel,22.0,88
Italy,Sauvignon,29.0,88
France,"Champagne Blend",84.0,88
Italy,"Red Blend",25.0,88
US,Zinfandel,17.0,88
Italy,Turbiana,13.0,88
France,"Pinot Noir",50.0,88
Italy,"Red Blend",90.0,88
US,"Albariño",18.0,88
Italy,"Pinot Bianco",34.0,88
Italy,"Pinot Bianco",21.0,88
Italy,"Pinot Grigio",18.0,88
Portugal,"Portuguese White",10.0,88
US,Chardonnay,20.0,88
France,Gamay,18.0,88
France,"Bordeaux-style Red Blend",18.0,85
France,"Bordeaux-style White Blend",13.0,85
France,"Bordeaux-style Red Blend",12.0,85
France,Merlot,36.0,85
France,"Bordeaux-style White Blend",14.0,85
Romania,"Cabernet Sauvignon",7.0,85
US,"Cabernet Sauvignon",37.0,85
Argentina,Chardonnay,19.0,85
US,"White Blend",14.0,85
France,"Bordeaux-style Red Blend",19.0,85
Portugal,"Portuguese White",9.0,85
US,"Red Blend",35.0,85
France,"Sauvignon Blanc",21.0,85
US,Chardonnay,25.0,85
US,"Cabernet Sauvignon",48.0,85
France,"Bordeaux-style Red Blend",15.0,85
France,"Chenin Blanc",16.0,85
Spain,"Tinta de Toro",11.0,85
Argentina,"Torrontés",13.0,85
US,"Pinot Noir",24.0,85
US,Chardonnay,22.0,85
Argentina,"White Blend",15.0,85
Portugal,"Portuguese Red",9.0,85
Bulgaria,"Cabernet Sauvignon",9.0,85
US,Zinfandel,26.0,85
Spain,Tempranillo,15.0,85
US,Chardonnay,32.0,85
US,Merlot,22.0,85
Spain,"Tempranillo Blend",22.0,85
France,"Rosé",16.0,88
Italy,Falanghina,16.0,88
Moldova,Feteasca,13.0,88
Italy,"Nerello Mascalese",16.0,88
Italy,Grillo,18.0,88
France,Chardonnay,25.0,88
France,"Pinot Noir",48.0,88
Italy,Zibibbo,20.0,88
France,"Pinot Blanc",13.0,88
Italy,Inzolia,16.0,88
US,"Pinot Noir",45.0,88
Greece,Assyrtico,23.0,88
Germany,"St. Laurent",27.0,88
Germany,Riesling,27.0,88
Italy,Aglianico,19.0,88
Australia,"Rosé",15.0,88
Australia,"Rosé",20.0,88
US,"Sauvignon Blanc",18.0,88
US,Nebbiolo,55.0,88
Italy,Falanghina,21.0,88
Australia,Shiraz,15.0,88
US,Merlot,16.0,88
Germany,Riesling,16.0,88
US,"Pinot Noir",20.0,88
France,Chardonnay,20.0,88
France,"Rosé",14.0,88
Romania,Chardonnay,9.0,88
France,"Sauvignon Blanc",22.0,88
US,Sangiovese,36.0,88
Italy,Sangiovese,50.0,88
Italy,Sangiovese,26.0,88
Italy,"Red Blend",40.0,88
US,"Pinot Noir",30.0,88
Italy,Sangiovese,22.0,88
US,"Cabernet Sauvignon",19.0,88
US,"Pinot Noir",19.0,88
Italy,Sangiovese,90.0,88
US,"Pinot Gris",25.0,88
Italy,Sangiovese,40.0,88
US,Merlot,32.0,88
US,"Bordeaux-style Red Blend",30.0,88
Spain,Godello,18.0,88
US,Chardonnay,24.0,88
Hungary,"Red Blend",16.0,88
Serbia,Tamjanika,18.0,88
Spain,"Red Blend",24.0,88
Slovenia,"Red Blend",20.0,88
US,Chardonnay,18.0,88
Spain,Tempranillo,18.0,88
Spain,"Tempranillo-Cabernet Sauvignon",29.0,88
France,"Rosé",13.0,88
Spain,"Sparkling Blend",18.0,88
Spain,"Tempranillo Blend",15.0,88
US,"Sauvignon Blanc",26.0,88
Italy,"Red Blend",38.0,88
France,"Bordeaux-style Red Blend",32.0,89
France,"Sauvignon Blanc",25.0,89
France,"Bordeaux-style Red Blend",18.0,89
France,"Bordeaux-style Red Blend",40.0,89
Chile,"Cabernet Sauvignon",18.0,89
Italy,Nebbiolo,29.0,89
US,"Red Blend",15.0,89
US,"Red Blend",25.0,89
US,"Red Blend",15.0,89
Chile,"Red Blend",20.0,89
France,Cabernet-Syrah,40.0,89
US,"Cabernet Sauvignon",38.0,89
US,Syrah,35.0,89
Italy,"Lambrusco Grasparossa",16.0,89
US,Syrah-Grenache,30.0,89
Chile,Chardonnay,23.0,89
US,"Sauvignon Blanc",16.0,89
US,Chardonnay,48.0,89
Portugal,"Portuguese Red",10.0,89
US,"Cabernet Sauvignon",59.0,89
Chile,Syrah,20.0,89
US,Chardonnay,30.0,89
US,Syrah,38.0,89
France,"Pinot Gris",29.0,89
Macedonia,Vranec,13.0,89
Portugal,"Portuguese Red",18.0,89
US,Chardonnay,55.0,92
US,"Rosé",42.0,92
US,"Red Blend",40.0,92
US,Grenache,34.0,92
US,Syrah,27.0,92
Italy,Sangiovese,65.0,92
US,"Pinot Noir",45.0,92
US,"Pinot Noir",35.0,92
Italy,"Red Blend",118.0,92
US,"Pinot Noir",42.0,92
France,Riesling,36.0,92
US,"Cabernet Sauvignon",48.0,92
US,"Pinot Noir",65.0,92
Italy,"Red Blend",23.0,92
Spain,"Cabernet Sauvignon",40.0,92
Italy,"White Blend",50.0,92
US,"Pinot Noir",54.0,92
US,"Pinot Noir",50.0,92
France,"Pinot Noir",35.0,92
France,"Alsace white blend",35.0,92
France,"Gewürztraminer",40.0,92
France,"Pinot Gris",29.0,92
France,"Pinot Gris",30.0,92
France,Riesling,28.0,92
US,"Pinot Noir",33.0,92
France,"Gewürztraminer",27.0,92
US,"Pinot Noir",63.0,92
US,Syrah,50.0,92
Australia,Riesling,43.0,92
France,"White Blend",12.0,86
US,"Red Blend",40.0,86
Italy,Frappato,18.0,86
Germany,Riesling,18.0,86
France,"Rhône-style Red Blend",12.0,86
France,"Red Blend",14.0,86
France,Malbec-Merlot,16.0,86
Italy,"Red Blend",12.0,86
Spain,Rosado,13.0,86
Italy,"Red Blend",23.0,86
Spain,"Tempranillo Blend",15.0,86
France,"Rosé",12.0,86
Spain,"Sparkling Blend",16.0,86
Greece,Malagousia,17.0,86
Chile,"Rosé",13.0,86
Chile,"Sauvignon Blanc",12.0,86
France,Malbec,13.0,86
US,"Fumé Blanc",12.0,86
Spain,Rosado,17.0,86
France,"Rosé",17.0,86
France,"White Blend",12.0,86
France,"White Blend",11.0,86
Spain,"Rosé",12.0,86
US,Chardonnay,12.0,86
France,"White Blend",15.0,86
US,Syrah,40.0,86
Italy,"Red Blend",35.0,86
US,Chardonnay,14.0,86
Portugal,"Portuguese White",9.0,86
Austria,"Austrian Red Blend",15.0,90
US,"Cabernet Franc-Malbec",22.0,90
Austria,"Grüner Veltliner",16.0,90
Argentina,Malbec,50.0,90
US,Syrah,18.0,90
US,"Petite Sirah",45.0,90
US,"Pinot Noir",20.0,90
US,"Petite Sirah",34.0,90
US,"Sparkling Blend",45.0,90
US,"Rosé",18.0,90
US,"Bordeaux-style Red Blend",55.0,90
US,Chardonnay,49.0,90
Argentina,Malbec,30.0,90
US,"Pinot Noir",25.0,90
"New Zealand","Sauvignon Blanc",18.0,90
US,"Rosé",20.0,90
Italy,Frappato,20.0,90
US,"Cabernet Sauvignon",39.0,90
US,"Sauvignon Blanc",18.0,90
US,"Cabernet Sauvignon",60.0,90
US,"Cabernet Sauvignon",80.0,90
Spain,"Sparkling Blend",25.0,90
US,"Cabernet Sauvignon",65.0,90
"New Zealand","Gewürztraminer",20.0,90
US,"Cabernet Sauvignon",50.0,90
Argentina,Malbec,55.0,90
Spain,"Red Blend",25.0,90
"New Zealand",Chardonnay,34.0,90
Argentina,Malbec,25.0,90
Spain,"Albariño",15.0,81
US,Chardonnay,10.0,81
Argentina,Syrah,14.0,81
Argentina,"Bordeaux-style Red Blend",19.0,81
US,"Pinot Noir",59.0,97
Spain,"Tinto Fino",150.0,97
France,"Gewürztraminer",120.0,96
US,"Pinot Noir",85.0,96
US,Chardonnay,65.0,96
US,"Cabernet Sauvignon",95.0,96
US,"Pinot Noir",85.0,96
US,Chardonnay,65.0,95
Italy,"Nerello Mascalese",80.0,95
US,Chardonnay,55.0,95
US,Chardonnay,78.0,95
US,"Pinot Noir",79.0,95
France,"Gewürztraminer",85.0,95
France,"Gewürztraminer",59.0,95
Italy,"Nerello Mascalese",60.0,95
US,"Pinot Noir",78.0,95
US,Shiraz,74.0,95
US,"Pinot Noir",105.0,95
US,"Pinot Noir",60.0,95
US,"Pinot Noir",86.0,95
US,Zinfandel,39.0,95
Germany,Riesling,98.0,94
US,"Cabernet Sauvignon",96.0,94
US,"Pinot Noir",38.0,94
US,"Pinot Noir",60.0,94
US,"Red Blend",25.0,88
US,Chardonnay,13.0,88
Italy,Nebbiolo,55.0,88
Germany,Riesling,15.0,88
US,Riesling,25.0,88
US,"Pinot Noir",28.0,88
Portugal,"Portuguese White",18.0,88
US,"Pinot Noir",30.0,88
US,Zinfandel,24.0,88
France,Chardonnay,38.0,88
US,Chardonnay,40.0,88
US,Chardonnay,16.0,88
US,"White Blend",28.0,88
Germany,Riesling,17.0,88
Italy,Barbera,25.0,88
US,Chardonnay,18.0,88
France,"Bordeaux-style Red Blend",13.0,88
France,"Bordeaux-style Red Blend",14.0,88
US,"Pinot Noir",38.0,88
US,Chardonnay,35.0,88
Spain,"Mencía",17.0,88
US,Chardonnay,29.0,88
Argentina,Malbec,27.0,88
France,"Champagne Blend",45.0,88
Italy,Nebbiolo,45.0,88
Germany,Riesling,13.0,88
US,"Pinot Noir",28.0,88
Italy,Barbera,34.0,88
US,"Pinot Noir",29.0,92
France,"Bordeaux-style White Blend",160.0,92
US,Syrah,34.0,92
France,"Pinot Noir",35.0,92
France,"Alsace white blend",35.0,92
France,"Gewürztraminer",40.0,92
France,"Pinot Gris",29.0,92
France,"Pinot Gris",30.0,92
US,Syrah,50.0,92
France,Riesling,28.0,92
US,"Pinot Noir",33.0,92
France,"Gewürztraminer",27.0,92
US,"Pinot Noir",63.0,92
US,"Pinot Noir",55.0,92
US,"Pinot Noir",66.0,92
US,"Pinot Noir",45.0,92
US,"Pinot Noir",32.0,92
US,"Pinot Blanc",40.0,92
Australia,Riesling,43.0,92
Italy,Sangiovese,30.0,92
US,"Pinot Noir",45.0,92
US,"Pinot Noir",48.0,92
US,Syrah,40.0,92
US,"Pinot Noir",80.0,92
Italy,Sangiovese,68.0,92
US,Chardonnay,40.0,92
US,"Pinot Noir",65.0,92
Italy,"Red Blend",45.0,92
US,"Pinot Noir",49.0,92
US,"Pinot Noir",35.0,92
France,Malbec,16.0,88
France,"Bordeaux-style Red Blend",12.0,88
Italy,Sylvaner,30.0,88
Italy,Sauvignon,48.0,88
Portugal,"Portuguese White",12.0,88
Portugal,"Portuguese Red",14.0,88
Germany,"Spätburgunder",124.0,88
Germany,Riesling,16.0,88
Germany,Riesling,20.0,88
Chile,"Pinot Noir",20.0,88
Portugal,"Portuguese Red",13.0,88
Chile,Syrah,25.0,88
Germany,Riesling,20.0,88
Italy,"Pinot Bianco",33.0,88
Italy,"Gewürztraminer",25.0,88
US,"Pinot Blanc",34.0,88
US,Zinfandel,20.0,88
Chile,Chardonnay,26.0,88
US,"Pinot Noir",33.0,88
Germany,Riesling,17.0,88
US,"Cabernet Sauvignon",60.0,88
France,Chardonnay,28.0,88
Italy,"Pinot Bianco",22.0,88
Portugal,"Portuguese Red",19.0,88
US,"Cabernet Sauvignon",60.0,88
Italy,"White Blend",19.0,88
US,Merlot,22.0,85
Spain,"Tempranillo Blend",22.0,85
France,"Bordeaux-style Red Blend",21.0,85
France,"Bordeaux-style Red Blend",18.0,85
France,"Bordeaux-style Red Blend",15.0,85
Argentina,Malbec,17.0,85
Argentina,"Cabernet Sauvignon",14.0,85
Portugal,"Rosé",9.0,85
US,"Pinot Noir",22.0,85
Portugal,"Touriga Nacional",15.0,85
France,"Bordeaux-style White Blend",19.0,85
Argentina,"White Blend",11.0,85
Argentina,Malbec,13.0,85
France,"Sauvignon Blanc",30.0,85
US,"Müller-Thurgau",14.0,85
France,"Rosé",14.0,85
Spain,Garnacha,11.0,85
US,"Pinot Noir",24.0,85
Spain,"Red Blend",30.0,85
US,"Sauvignon Blanc",18.0,85
Argentina,Chardonnay,19.0,85
Argentina,Chardonnay,11.0,85
Argentina,"Cabernet Sauvignon",12.0,85
Spain,Tempranillo,12.0,85
Portugal,"Rosé",8.0,85
US,"Red Blend",16.0,85
France,"Rosé",13.0,85
Portugal,"Portuguese Red",8.0,85
Italy,Fiano,35.0,88
Chile,"Sauvignon Blanc",12.0,88
US,"Pinot Noir",48.0,88
US,Grenache,26.0,88
Chile,"Carmenère",17.0,88
US,"Rosé",32.0,88
US,Barbera,62.0,88
US,"Pinot Noir",42.0,88
US,Merlot,45.0,88
US,"Cabernet Sauvignon",30.0,88
US,"Pinot Grigio",19.0,88
US,"Sauvignon Blanc",25.0,88
US,Chardonnay,23.0,88
Italy,"White Blend",18.0,88
France,"Pinot Noir",23.0,88
Italy,Greco,23.0,88
Chile,"Carmenère",19.0,88
Moldova,"Feteasca Neagra",12.0,88
Italy,Catarratto,18.0,88
France,"Pinot Noir",77.0,88
France,Chardonnay,25.0,88
US,Chardonnay,25.0,88
US,Malbec,31.0,88
France,"Pinot Blanc",15.0,88
US,Riesling,15.0,88
US,"Rosé",16.0,88
US,Montepulciano,28.0,88
Italy,Greco,21.0,88
Italy,Grillo,19.0,88
US,Syrah,49.0,87
France,"Sauvignon Blanc",18.0,87
France,"Sauvignon Blanc",20.0,87
France,"Sauvignon Blanc",22.0,87
France,"Sauvignon Blanc",42.0,87
US,"Cabernet Sauvignon",45.0,87
Italy,Sangiovese,55.0,87
US,"Gewürztraminer",25.0,87
US,Chardonnay,16.0,87
US,"Sauvignon Blanc",20.0,87
US,"Cabernet Franc",46.0,87
Canada,Chardonnay,20.0,87
US,Syrah,40.0,87
Morocco,"White Blend",15.0,87
Turkey,Yapincak,16.0,87
US,"Cabernet Sauvignon",60.0,87
Italy,Sangiovese,55.0,87
Italy,Sangiovese,20.0,87
Canada,"White Blend",21.0,87
Canada,"Sauvignon Blanc",18.0,87
US,Chardonnay,20.0,87
Spain,Tempranillo-Shiraz,12.0,87
Spain,"Chardonnay-Sauvignon Blanc",12.0,87
US,Chardonnay,13.0,87
US,"Pinot Noir",32.0,87
Italy,"Red Blend",25.0,87
Italy,Sangiovese,35.0,87
US,"Red Blend",22.0,87
Italy,Nebbiolo,15.0,89
Morocco,"Cabernet Sauvignon Grenache",14.0,89
Portugal,"Tinta Roriz",30.0,89
Slovenia,"Cabernet Franc",35.0,89
Portugal,"Portuguese Red",13.0,89
US,Merlot,15.0,89
US,"Bordeaux-style Red Blend",39.0,89
US,Chardonnay,24.0,89
US,"Cabernet Sauvignon",75.0,89
US,"Red Blend",22.0,89
US,"Rhône-style Red Blend",18.0,89
US,"Pinot Gris",20.0,89
France,"Bordeaux-style Red Blend",20.0,89
Turkey,"Cabernet Sauvignon-Merlot",16.0,89
US,"Sauvignon Blanc",25.0,89
Slovenia,Merlot,37.0,89
US,"Cabernet Sauvignon",55.0,89
Canada,"Pinot Noir",40.0,89
France,"Pinot Noir",54.0,89
US,"Red Blend",17.0,89
Italy,Nebbiolo,100.0,89
Chile,Malbec,25.0,89
US,"Touriga Nacional",34.0,89
Italy,Nebbiolo,45.0,89
Uruguay,"Albariño",25.0,89
Italy,Nebbiolo,97.0,89
France,"Bordeaux-style Red Blend",25.0,89
France,"Bordeaux-style Red Blend",18.0,89
Spain,Tempranillo,30.0,90
Spain,"Red Blend",20.0,90
France,"Rosé",30.0,90
France,"Rosé",35.0,90
France,"Rosé",21.0,90
France,"Rosé",25.0,90
Italy,Kerner,20.0,90
Italy,Sylvaner,20.0,90
US,"Pinot Noir",42.0,90
France,"White Blend",26.0,90
France,"Rosé",22.0,90
France,"Rosé",18.0,90
Austria,"Grüner Veltliner",17.0,90
Austria,"Grüner Veltliner",27.0,90
Italy,Sauvignon,34.0,90
Austria,Zweigelt,19.0,90
Austria,"Grüner Veltliner",22.0,90
US,Chardonnay,42.0,90
US,"Rhône-style Red Blend",35.0,90
US,Zinfandel,19.0,90
Austria,Zweigelt,12.0,90
Spain,Tempranillo,36.0,90
Italy,Sauvignon,24.0,90
US,Zinfandel,16.0,90
US,Chardonnay,45.0,90
France,"Red Blend",13.0,90
US,Grenache,16.0,90
US,Barbera,100.0,90
US,"Pinot Grigio",20.0,86
Italy,"Red Blend",15.0,86
US,Zinfandel,19.0,86
US,"Pinot Noir",28.0,86
Italy,"Red Blend",29.0,86
US,Meritage,55.0,86
US,"Sauvignon Blanc",16.0,86
Chile,Viognier,11.0,86
Chile,"Sauvignon Blanc",13.0,86
France,Malbec,14.0,86
US,Merlot,25.0,86
US,"Cabernet Sauvignon",20.0,86
Spain,"Tempranillo Blend",16.0,86
US,"Mourvèdre",42.0,86
Chile,"Pinot Noir",18.0,86
US,Chardonnay,13.0,86
Chile,"Cabernet Sauvignon",14.0,86
US,"Rosé",12.0,86
Greece,Assyrtico,13.0,86
Spain,Tempranillo,10.0,86
Germany,Riesling,11.0,86
France,"Rhône-style White Blend",13.0,86
Chile,Syrah,20.0,86
Chile,"Carmenère",10.0,86
Germany,Riesling,19.0,86
Italy,"Red Blend",30.0,86
US,Chardonnay,20.0,86
Spain,"Albariño",18.0,86
Italy,"Red Blend",14.0,86
US,Chardonnay,17.0,86
US,Chardonnay,50.0,94
US,Chardonnay,55.0,94
Germany,Riesling,365.0,94
US,"Pinot Noir",48.0,94
Portugal,"Portuguese Red",40.0,94
US,Chardonnay,35.0,94
US,"Cabernet Sauvignon",75.0,94
US,"Pinot Noir",55.0,94
US,"Cabernet Sauvignon",150.0,94
France,"White Blend",66.0,94
US,"Rhône-style Red Blend",50.0,94
Spain,"Tinto Fino",179.0,94
Portugal,Port,53.0,94
Spain,Tempranillo,90.0,94
US,Zinfandel,55.0,94
Germany,Riesling,51.0,94
Germany,Riesling,65.0,94
US,"Pinot Noir",60.0,94
France,"Pinot Gris",78.0,94
France,"Pinot Gris",105.0,94
US,"Pinot Noir",65.0,94
Italy,"Nero d'Avola",42.0,94
